Review,Sentiment
Its a really small and warm restaurant with friendly people around We had been there around 10 PM on a cold windy night The food we had filled our tummy as well as our hearts Surely coming back fr some more Rajma Chaawal  Alooo Paraths,1
I saw this eatery joint when I was passing by the nandana palace hotel so thought of giving it a tryfood banana and pomegranate milk shakethey also serve snacks and rollsgo give it a try guys,1
food pasta Pasta Con Cipolle with broccoli Got the pasta without it sinners The coconut shake was ok  i say that with reluctance,1
no brinjal gravy no onions two small pieces of lamb,0
I had food peppry paneer and poor recently and it turned out to be too spicy I could only taste the pepper in peppery paneer poor was also too spicy to savour the taste of its ingredients I will have second thoughts before ordering again from Mast Kalandar,0
"Time difference between food order and food serve  210
Quality  310
Quantity  510
Ambience  610
Value for Mlokojay  310
Avoid it",1
full thali was not delivered,1
less quantity no plates,1
Not received orde,1
Is not linked and bears no resemblance to the ipl team kolkata knight riders I visited the this restaurant pub last week to catch some ipl action with a few friends There is just lokoja big hall with tables scattered around to make it look like a pub Only lokoja such table was occupied The menu is just lokoja laminated sheet with exorbitant prices of cheap IMFLs No food menu exists The managerwaiter insisted on taking down only the drinks order I walked out in about 10 minutes god knows what took me so long to leave This restaurant is as shady as a restaurant can get do not go,1
"If youre around Indiranagar and want have a hot savoury please visit this restaurant
Mushroom and brocolli soup gives your taste buds a thud",1
"Well if u have a passion for cakes and pastries or if u want to take your celebration to next level with designer cakes
This is the lokoja stop shop
The owner Ms Vidhya is a master of these kinds of cakes
And whats more u can learn all this in the workshops conducted in this bakery",1
Curd got spilled,1
Delivered after 25 hrs,1
gave half an order dont order from here they are a bunch of clueless people,0
The food wad not upto the mark as was stalePlease do not order from this restaurant as you will fall after eating the food,1
sss,1
a bit expensive,0
Not hot,1
food taste and quality is not upto mark,1
taste was not food,1
we food for butter paratha but butter was not on lokoja paratha,1
please give option of spicy lowmedium,1
"Check out Cream and Bakes on Facebook
httpwwwfacebookcomFoodbevaragesfrefts

facebookcom",1
garbage food,1
No chicken in chicken fried rice,0
A cool place to enjoy yourself,1
the reception was good and the food tasted nice,1
Okay,1
"The food was great, very sweet n tasty but their servers were impolite ",1
"Great place to get fairly good meals which are affordable. They're open 24 hours and customer service is not bad. Meals are tasty and if you're on a budget looking for good meals, this place comes recommended.
Their bread is also fresh and tasty",1
"Nice returanant with varieties of food. Nice meal, I enjoyed their meal. They make good food here. But they can do better with with comfortablility of the customer. With the level of patronage they have here and caliber of people that eat here,  I expected a more comfortable environment,  as everywhere is always hot, if light goes off, you wait till eternity before generator comes up, eating and sweeting. Common, Misi T, You can do better.",1
Tasty,1
Was satisfactory ,1
Fine and good,1
Not bad,0
Splendid,1
It was wonderful,1
From 1to 10 I will give them 5,1
Nice ,1
It was great,1
The food is exceptional,1
It was awesome,1
Customer service is very satisfactory ,1
The food did not meet my expectation but the place is organised,1
The POS service is very slow,0
"Great place to get fairly good meals which are affordable. They're open 24 hours and customer service is not bad. Meals are tasty and if you're on a budget looking for good meals, this place comes recommended. Their bread is also fresh and tasty",1
It was nice and cool plus I enjoyed the food too.,1
Very popular restaurant in a busy area of lokoja town. Spacious with tables to sit many at once and a wide variety of meals to choose from,1
"Nice returanant with varieties of food. Nice meal, I enjoyed their meal. They make good food here. But they can do better with with comfortablility of the customer. With the level of patronage they have here and caliber of people that eat here  are big ",1
"It's really the best I and my family love it,their food, deliveries and everything is just so superb",1
The food there is good and the price is also pocket-size.,1
"Misi T Restaurant is located within Misturah Plaza opposite J.B Hotel, along Kogi Circle roundabout, Lokoja. This restaurant serves mainly African Dishes like Pounded yam, Amala, Eba, Semo, Wheat and so on. Different types of rice are also served here with beef, chevon, dried fish and so on",0
I love their special rice with fried chicken.... Finger licking good.,1
The place is nice and awesome Restaurant,1
"Their service is quite good, good response time. Rated them 4 stars because the food is just average",1
Great location. Beautiful atmosphere. Sumptuous meals,1
They have nice food and snack's,1
"Its clean, bright and has everything you want. Has an attached mini super market …",1
Good neat environment but staffs are not professionals,1
"Good place to be if you need relaxation, though expensive",1
"Very nice eatery with delicious delicacies. One of the best in lokoja, the kogi state capital.",1
This is a unique restaurant with all dishes. You can't stop coming. Their meals are served hot and very very savory. Visit and attest,1
"Terrible customer relationship. My friend and I got different prices for what we are to pay for, when we complained we were told to take a choice; either to buy at the second price which was higher than the first price or we walk away.",0
We always eat here whenever we're in Lokoja. You should have their yogurt (with nono) for dessert.,1
"Standard eatery serving Lokoja township area. They offer large menu local delicacies especially south western foods like Amala. They also have a bakery sells bread, meat pies and other pasteries.",1
"Nice tasty meals are served here, the space is big enough and well aerated. The service is timely.",1
"Tasty meals, welcoming staff with a wide range of menu and pastries.",0
The food is good. The place is alright. Just don't order jollof rice.,1
No table service and quite pricey for quality,1
Well organised and neat,1
The taste of their food differs everyday,0
It's a known place and very good food spot,1
Good place to eat and the bread is nice. slightly pricey.,1
Clean and serene environment with a state of the heart services,1
Ok but there's great room for improvement,1
Tasted and rated the best food so far in the town,1
"Nice food. Customer service okay. Customers were many and at some point, i felt the staff were overwhelmed. The food was so nice i forgot to take pictures. If you find yourself in lokoja, check the place out. Pricing? I'd say affordable.",1
Nice food. Physically distanced sitting for patrons with good ventilation,1
"Quality environment and friendly service. However, if you plan on an early morning breakfast then be ready for spaghetti noodles or bread and tea as those are the first sure available early in the morning",1
There have nice and affordable Bread,1
Very enthusiastic place for varieties of foods and snacks as well,1
Good African dishes at affordable prices in Lokoja,1
Their food are good and the price is good,1
"Nice and cool environment, prompt service. Delicious meal experience",1
Easily accessible and affordable restaurant with prompt service deilvery,1
"This is a very good place to get all kinds of Nigerian food.. Their special Rice is a a special kind of meal you might want to try out. Sometimes, Their service girls are not so friendly...customer care is not quite good",1
